section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 2,2.7.,Single,"Pentru definiția de mai jos a subprogramului nr , stabiliți ce valoare returnează apelul $\mathrm{nr}(6,3)$.
\begin{verbatim}
Limbajul C++/ Limbajul C
int nr(int x, int y)
{   int a, t;
    if (x==y || y==1) return 1;
    if (x<y) return 0;
    a=0;
    for(t=1; t<=y; t++)
        a=a+nr(x-y,t);
    return a;
}
Limbajul Pascal
function nr(x,y:integer): integer;
var a, t: integer;
begin
if (x=y) or (y=1) then nr := 1
    else if x<y then nr := 0
        else begin
            a := 0;
            for t := 1 to y do
                a :=a+nr(x-y,t);
                nr := a;
            end;
end;
\end{verbatim}",N/A,0,1,2,3,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 3\\
Indicații: Funcția calculează numărul de moduri distincte în care poate fi scris un număr $\mathbf{x}$ ca sumă de $\mathbf{y}$ numere naturale strict pozitive. Deci 6 poate fi scris in 3 moduri: $6=1+2+3$, $6=1+1+4$, $6=2+2+2$, același rezultat se obține urmărind apelurile recursive efectuate de funcția $\mathbf{nr}$.\\"
Varianta 2,2.8.,Single,"Se consideră un arbore cu 10 noduri, numerotate de la 1 la 10 având vectorul de tați următor （0, 1, 1, 1, 3, 3, 3, 4, 7, 7) . Descendenții nodului 3 sunt:",N/A,"5,6,7","5,6,7,9,10","4,5,6,7,8,9,10","6,7","4,5,6","4,7",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 5, 6, 7, 9, 10\\"
Varianta 2,2.9.,Single,"Știind că inițial variabilele întregi $\mathbf{x}$ și $\mathbf{y}$ au valorile 1 și respectiv 2 , stabilițic care sunt valorile lor după apelul $\mathbf{F}(\mathbf{x}, \mathbf{y})$ (pentru variantele în limbajele C++ sau Pascal) respectiv $\mathbf{F}(\& \mathbf{x}, \mathbf{y})$ (pentru varianta în limbajul C):
\begin{verbatim}
Limbajul C++
void F( int &x, int y)
{
    x=2; y=3;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
void F( int *x, int y)
{
    *x=2; y=3;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure F(var x:integer; y: integer);
begin
    x:=2; y:=3;
end;
\end{verbatim}",N/A,3 2,1 2,1 1,2 3,2 2,3 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 22\\
Indicații: În urma apelului $\mathbf{F}(\mathbf{x}, \mathbf{y})$ respectiv $\mathbf{F}(\mathbf{\& x}, \mathbf{y})$, variabila $\mathbf{x}$ este singura variabilă care își modifică valoarea după apel, fiind un parametru transmis prin adresă, deci $\mathbf{y}$ rămâne neschimbat.\\"
Varianta 2,2.10.,Single,"Se consideră un graf neorientat cu 8 noduri numerotate de la 1 la 8 și următoarele muchii: $[1,7],[1,8],[3,4],[3,5],[3,6],[3,7],[4,7],[5,6],[5,8],[6,7],[6,8],[7,8]$. Precizați care este numărul minim de culori cu care pot fi colorate nodurile grafului, astfel încât oricare două noduri adiacente să aibă culori diferite.",N/A,1,2,3,4,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 3\\
Indicații: O soluție: culoarea 1 nodurile 1, 4 și 6, culoarea 2 nodurile 3 și 8, culoarea 3 nodurile 5 și 7, iar nodul 2 fiind nod izolat propun culoarea 1 (se putea colora și cu 2 și cu 3).\\"
Varianta 2,2.11.,Single,Numărul maxim de muchii dintr-un graf neorientat cu 16 noduri și 7 componente conexe este:,N/A,15,18,23,25,36,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 45\\
Indicații: Avem formula: $Nrmaxmuchii=(n-p)(n-p+1)/2$, unde $n$ reprezintă numărul de noduri iar $p$ numărul de componente conexe.\\"
Varianta 2,2.12.,Dual,"Se consideră un șir de caractere c de lungime maximă 20 , ce conține cel puțin un caracter 'd'. Precizați care dintre următoarele secvențe afișează poziția primei apariții a lui 'd' în șirul de catactere $\mathbf{c}$.",N/A,"cout<<strchr (c, 'd')-c; | printf(""\%d"", strchr(c, 'd')-c );","cout<<strrchr(c, 'd'); | printf(""\%d"", strrchr(c, 'd'));","cout<<strchr (c, 'd')-c-1; | printf(""\%d"", strchr(c, 'd')-c-1 );","cout<<strchr(c, 'd'); | printf(""\%d"", strchr(c, 'd'));","cout<<strchr (c, 'd')-c+2; | printf(""\%d"", strchr(c, 'd')-c+2 );","cout<<strchr (c, 'd-c'); | printf(""\%d"", strchr(c, 'd-c'));","cout<<strchr (c, 'd')-c; | printf(""\%d"", strchr(c, 'd')-c );","cout<<strrchr(c, 'd'); | printf(""\%d"", strrchr(c, 'd'));","cout<<strchr (c, 'd')-c-1; | printf(""\%d"", strchr(c, 'd')-c-1 );","cout<<strchr(c, 'd'); | printf(""\%d"", strchr(c, 'd'));","cout<<strchr (c, 'd')-c+2; | printf(""\%d"", strchr(c, 'd')-c+2 );","cout<<strchr (c, 'd-c'); | printf(""\%d"", strchr(c, 'd-c'));","write(pos('d',c));","write(pos(c,'d'));","write(pos(c,'d')-1);","write(substr(c,'d'));","write(pos(c,'d')+2);","write(substr(c,'d-c'));",a,"Răspuns corect: a) \\
\begin{verbatim}
Limbajul C++/Limbajul C
cout<<strchr(c, 'd')-c; | printf(""%d"", strchr(c, 'd')-c);
Limbajul Pascal
write (pos('d', c));
\end{verbatim}\\"
Varianta 2,2.13.,Single,"Precizați ce valoare are variabilade tip întreg a după executarea următoarei secvențe de instrucțiuni.
\begin{verbatim}
Limbajul C++/ Limbajul C
a=2019;
for(x=1; x<=5; x++);
a=a+2;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
a: = 2019;
for x:=1 to 5 do;
a: =a+2;
\end{verbatim}",N/A,2019,2020,2021,2024,2027,2029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 2021\\
Indicații: Instrucțiunea $for$ nu produce efecte\\"
Varianta 2,2.14.,Single,O clasă de 30 de elevi este la ora de informatică și profesorul dorește să formeze o echipă de 5 elevi. El îi cere unui elev să-i genereze toate posibilitățile de a forma o grupă de 5 elevi din acea clasă. Această problemă este similară cu generarea tuturor:,N/A,"elementelor produsului cartezian $\mathrm{A}^{5}$, A fiind o mulțime cu 30 de elemente",partițiilor unei mulțimi,aranjamentelor de 30 de elemente luate câte 5,permutărilor de 5 elemente,combinărilor de 30 de elemente luate câte 5,"submulțimilor de 5 elemente din mulțimea A, A fiind o mulțime cu 30 de elemente",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) combinărilor de 30 de elemente luate câte 5\\
Indicații: Nu contează ordinea în echipă\\"
Varianta 2,2.15.,Single,"Se consideră următoarea funcție recursivă:
\begin{verbatim}
Limbajul C++/ Limbajul C
int s(int t)
{ if (t == 1) return 0;
    else
        if (t == 2) return 1;
        else
            return s(t-2) + s(t-1); }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function s(t : integer) : integer;
    begin
        if t = 1 then s := 0
            else
                if t = 2 then s := 1
                    else
                        s:=s(t-2)+s(t-1);
end;
\end{verbatim}
Dacă apelul inițial nu se ia în considerare, precizați câte autoapeluri vor fi făcute pentru apelul $\mathrm{s}(6)$.",N/A,4,6,8,10,11,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,Răspuns corect: f) 14\\
Varianta 3,3.1.,Single,"Precizați pentru câte valori naturale citite pentru variabila $\mathbf{n}$ programul următor afișează valoarea 10.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int n,i=1,k=1;
    cin>>n;
while(k*k<=n) k+=++i;
    cout<<k;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main( )
{
    int n,i=1,k=1;
    scanf(""%d"", &n);
    while(k*k<=n)
k+=++i;
    printf(""%d"", k);
}
Limbajul Pascal
var n,i,k:integer;
begin
    i:=1; k:=1;
    readln(n);
    while k*k<=n do
        begin
            inc(i); k:=k+i;
        end;
    write(k)
end.
\end{verbatim}",N/A,0,10,54,63,64,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 64\\
Indicații: $n$ poate avea valori de la 36 la 99.\\"
Varianta 3,3.2.,Single,"Se consideră următorul program:
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int i, v[10];
    for(i=1;i<10;i++)
            cin>>v[i];
    i=v[7];
    do
        {
            cout<<i<<"" "";
            i=v[i];
        }while(i!=1);
    cout<<i;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main()
{
    int i,v[10];
    for(i=1;i<10;i++)
        scanf(""%d"",&v[i]);
    i=v[7];
    do
        {
            printf(""%d "",i);
            i=v[i];
        }while(i!=1);
    printf(""%d "",i);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var i:integer;
    v:array[0..9]of integer;
begin
    for i:=1 to 9 do
        read(v[i]);
    i:=v[7];
    repeat
        write( i, ' ');
        i:=v[i];
    until i=1;
    write(i)
end.
\end{verbatim}
La executarea programului se introduc, în ordine, valorile: $\begin{array}{lllllllll}5 & 3 & 7 & 6 & 9 & 2 & 1 & 4 & 8 .\end{array}$ Precizați care sunt valorile afișate.",N/A,1 5 9 8 4 6 2 3 7 1,1 2 3 4 5 6 7 8 9 1,1 5 9 8 4 6 2 3 7,1 5 3 7 6 9 2 4 8 1,7 1 2 9 8 4 6 2 3 1,7 3 5 4 2 8 1 9 6 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,Răspuns corect: a) \\
Varianta 3,3.3.,Single,"Precizați ce valoare se afișează în urma execuției următorului program dacă pentru n se citește valoarea 20.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int a[51][51];
    int i,j,n, s=0;
    cin>>n;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            a[i][j]=i-j;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            if(i+1!=j)
                s+=a[i][j];
    cout<<s;
}   
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main()
{
    int a[51][51];
    int i,j,n, s=0;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            a[i][j]=i-j;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            if(i+1!=j)
                s+=a[i][j];
    printf(""%d "", s);        
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a: array[1..50,1..50] of integer;
    i,j,n,s: integer;
begin
    s := 0;
    readln(n);
for i:=1 to n do
    for j:=1 to n do
a[i,j]:=i-j;
for i:=1 to n do
    for j:=1 to n do
        if i+1<> j then
s:=s+ a[i,j];
write(s)
end.
\end{verbatim}",N/A,-19,0,9,19,20,190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) \\
Indicații: Suma tuturor elementelor tabloului $a$ este 0. În cadrul programului, se adună toate elementele tabloului $a$, mai puțin cele pentru care $i+1=j$. Sunt 19 elemente pentru care $i+j=1$ și fiecare dintre ele are valoarea -1. Deci $s+(-19)=0 \Rightarrow s=19$.\\"
Varianta 3,3.4.,Single,"Următoarea secvență de program folosește metoda căutării binare pentru a verifica dacă valoarea $\mathbf{x}$ se află printre cele 10 elemente ale tabloului unidimensional $\mathbf{v}$ (cu indicii de la 1 la 10), dar produce eroare de execuție pentru mai multe seturi de date.
\begin{verbatim}
Limbajul C++/ Limbajul C
i=1; j=10;
do {
        k=(i+j)/2;
        if(v[k]<x) i=k;
        else j=k;
    } while(v[k]!=x&&i<j);
if(v[k]==x) cout<<""EXISTA"";
            | printf(""EXISTA"");
else cout<<""NU EXISTA"";
    | printf(""NU EXISTA"");
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=1; j:=10;
repeat
    k:=(i+j)div 2;
    if v[k]<x then i:=k
    else j:=k
until (v[k]=x)or(i>=j);
if v[k]=x then write('EXISTA')
else write('NU EXISTA');
\end{verbatim}
Precizați pentru care dintre seturile de date de intrare (elementele tabloului unidimensional v și valoarea lui $\mathbf{x}$ ) secvența dată nu produce eroare de execuție.",N/A,"v=(1,2,3,4,5,6,7,8,9,10) și x>10","v=(2,4,6,8,10,12,14,16,18,20) și x>20","v=(2,2,2,2,2,2,2,2,2,2) și x>2","v=(2,4,6,8,10,12,14,16,18,20) și 2<x<20, x număr par","v=(1,2,5,4,3,6,7,8,9,10) și x=4","v=(2,4,6,8,10,12,14,16,18,20) și 2<x<20, x număr impar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) \\
Indicații: Algoritmul nu este corect implementat. În majoritatea cazurilor, generează ciclare infinită.\\"
Varianta 3,3.5.,Single,"Precizați câte elemente divizibile cu 10, se vor afișa în urma executării programului următor.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int f(int &y, int x)
    {
        y=y/10+x;
        return x+y;
    }
int main( )
{
    int x=101,y=10;
    cout<<f(x,y)<<"" "";
    cout<<x<<<"" ""<<y<<<""
"";
    cout<<f(x,y);
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
int f(int *y, int x)
    {
        *y=*y/10+x;
        return x+*y;
    }
void main( )
{
    int x=101,y=10;
    printf(""%d "",
f(&x,y));
    printf(""%d %d "", x,
y) ;
    printf(""%d "",
f(&x,y));
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var x,y:integer;
function f(var
y:integer;
x:integer) :integer;
    begin
        y:=y div 10 + 10;
        f:=x + y
end;
begin
        x:=101; y:=10;
        write(f(x,y),' ');
        write(x,' ',y,' ');
        write(f(x,y))
end.
\end{verbatim}",N/A,0,1,2,3,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) \\
Indicații: Se ține cont de ordinea și modul de transmitere al parametrilor.\\"
Varianta 3,3.6.,Dual,"Se consideră funcția:
\begin{verbatim}
Limbajul C++/ Limbajul C
unsigned f(unsigned x, unsigned
y)
{
    if(x==1)return y;
    if(x%2==0) return f(x/2,y*2);
    return Y+f(x/2,y*2);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x, y:word):word;
begin
    if x=1 then f:=y
    else
        if }x\mathrm{ mod 2=0 then f:=f(x div 2,
y*2)
            else f:=y + f(x div 2, y*2)
end;
\end{verbatim}
Precizați care dintre funcțiile următoare nu este echivalentă cu funcția dată.",N/A,"\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        if(x==0) return 0;
        if(x%2==0) return 2*f(x/2,y);
        return y+f(x-1,y);
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y) 
{
    if(x==0) return y;
    if(x%2==0) return f(x/2,y);
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    return y*x;
}
\end{verbatim}","\begin{verbatim} 
unsigned f(unsigned x, unsigned y)
{
    if(x==0) return 0;
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    unsigned s=0;
    while(x>0)
        {
            s=s+y;
            x--;
        }
        return s;
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        unsigned i,s=0;
        for(i=1;i<=y;i++)s=s+x;
        return s;
    }
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        if(x==0) return 0;
        if(x%2==0) return 2*f(x/2,y);
        return y+f(x-1,y);
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y) 
{
    if(x==0) return y;
    if(x%2==0) return f(x/2,y);
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    return y*x;
}
\end{verbatim}","\begin{verbatim} 
unsigned f(unsigned x, unsigned y)
{
    if(x==0) return 0;
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    unsigned s=0;
    while(x>0)
        {
            s=s+y;
            x--;
        }
        return s;
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        unsigned i,s=0;
        for(i=1;i<=y;i++)s=s+x;
        return s;
    }
    }
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
    begin
        if x=0 then f:=0
        else
                if x mod 2 = 0 then
                        f:=2*f(x div 2, y)
                else f:=y + f(x-1, y)
    end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
            if x=0 then f:=y
            else
                if x mod 2 = 0 then
                    f:=f(x div 2, y)
                else f:=y + f(x-1, y)
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
                    f:=y*x
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
            if x=0 then f:=0
            else f:=y+f(x-1, y)
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) : word;
    var s:word;
    begin
            s:=0;
            while x>0 do
                begin
                    s:=s+y; x:=x-1
                end;
            f:=s
    end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
    var i,s:word;
    begin
        s:=0;
        for i:=1 to y do s:=s+x;
        f:=s
     end;
\end{verbatim}",b,"Răspuns corect: b) \\
Indicații: Funcția dată calculează $x*y$.\\"
Varianta 3,3.7.,Dual,"Pentru implementarea unei stive se definește structura următoare, în care câmpul v este un tablou unidemensional în care sunt memorate valorile din stivă, iar câmpul $\mathbf{k}$ reprezintă vârful stivei:
Limbajul C++/ Limbajul C
\begin{verbatim}
typedef struct
{
    int k ; int v[100];
}stiva;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type stiva=record
    k: integer;
    v: array[0..99] of integer;
end:
\end{verbatim}
Variabila s este de tipul stiva, iar $\mathbf{x}$ este un număr intreg.
Precizați care dintre următoarele secvențe determină adăugarea corectă a valorii $\mathbf{x}$ în stivă.",N/A,if (s.k<99) s.v[++s.k]=x;,k++; v[k]=x;,if (s.k<99) s.v[s.k]=x;,k++; s.v[s.k]=x;,s.v[s.k+1]=x;,x=s.v[s.k];,if (s.k<99) s.v[++s.k]=x;,k++; v[k]=x;,if (s.k<99) s.v[s.k]=x;,k++; s.v[s.k]=x;,s.v[s.k+1]=x;,x=s.v[s.k];,"\begin{verbatim}
if s.k<99 then
begin
    s.v[s.k+1]:=x;
    inc(s.k)
end;
\end{verbatim}",inc(k); v[k]:=x;,if s.k<99 then s.v[s.k]:=x;,"\begin{verbatim}
with s do begin 
            k:=k+1; v[k]:=x 
            end;
\end{verbatim}",s.v[s.k+1]:=x;,x:=s.v[s.k];,a,"Răspuns corect: a) \\
Indicații: Se verifică dacă elementul are loc în stivă.\\"
Varianta 3,3.8.,Dual,"Se consideră definit un subprogram care determină ștergerea tuturor aparițiilor unui caracter $\mathbf{c}$ din șirul de caractere s. Antetul subprogramului este:
\begin{verbatim}
(C++/C) void del (char s[255], char c); 
(Pascal) procedure del (var s:string; c:character); 
\end{verbatim}
Precizați ce secvență poate fi utilizată pentru ștergerea tuturor caracterelor ce reprezintă cifre din șirul s. (s este un șir de caractere de lungime maxim 255, iar i este o variabilă de tip caracter)",N/A,"del (s,""0123456789"");","del (s, i);","for(i='0';i<='9';i++)del(i,s);","for (i=0;i<=9;i++)del(s,i);","for(i='0';i<='10';i++)del(s,i);","for(i='0';i<='9';i++)del(s,i);","del (s,""0123456789"");","del (s, i);","for(i='0';i<='9';i++)del(i,s);","for (i=0;i<=9;i++)del(s,i);","for(i='0';i<='10';i++)del(s,i);","for(i='0';i<='9';i++)del(s,i);","del (s, '0123456789');","del(s, i);","for i:='0' to '9' do del(i,s);","for i:= 0 to 9 do del (s,i);","for i:='0' to '10' do del(s,i);","for i:='0' to '9' do del(s,i);",f,Răspuns corect: f) \\
Varianta 3,3.9.,Single,"Variabila n reprezintă un număr natural cu cel mult 3 cifre. Precizați pentru câte valori ale variabilei $n$ expresia:
\begin{verbatim}
(C++/C) n/100+n%100/10+n%10
(Pascal) n div 100 + n mod 100 div 10 + n mod 10
\end{verbatim}
are valoarea 9.",N/A,9,10,45,54,55,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) \\
Indicații: Numărul poate avea 1, 2 sau 3 cifre.\\"
Varianta 3,3.10.,Single,"Unei expresii algebrice i se asociază un arbore în care orice nod care nu este frunză are ca valoare un operator și are exact doi fii, iar frunzele sunt operanzi. Cu cât prioritatea unui operator este mai mare, cu atât nivelul pe care se află este mai mare. Parantezele influențează prioritatea operatorilor, dar nu apar în arborele asociat. Indicați expresia corespunzătoare arborelui de mai jos.
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-022}",images/2025_04_17_46e04c6acd873ea9558dg-022,a+b * c+d * e,a+b *(c+d * e),(a+b) *(c+d * e),(a+b) * c+d * e,a+b *(c+d) * e,(a+b) * c+d * e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,Răspuns corect: c) \\
Varianta 3,3.11.,Single,"Se consideră un tablou bidimensional $\mathbf{A}$ cu $\mathbf{n}$ linii și n coloane ( n - număr natural, $\mathrm{n}>\mathbf{1}$ ). Folosind rezolvarea optimă pentru fiecare caz, precizați care dintre problemele următoare se poate rezolva printr-un algoritm de complexitate minimă.",N/A,Determinarea numărului de valori nule din $\mathbf{A}$,Determinarea sumei elementelor de pe diagonala principală,Determinarea rangului matricei $\mathbf{A}$,Ordonarea crescătoare a elementelor de pe prima linie a tabloului prin apelarea celei mai eficiente metode de sortare,Determinarea numărului de valori aflate sub diagonala principală,Interschimbarea a două coloane ale tabloului,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) \\
Indicații: Numărul valorilor se calculează direct prin formula $n*(n-1)/2$.\\"
Varianta 3,3.12.,Single,"Se consideră un graf orientat tare conex cu n noduri, numerotate $1,2,3, \ldots$ n. Pentru determinarea drumurilor de lungime minimă de la nodul 1 la celelalte noduri, s-a construit vectorul $\mathbf{t}$ în care $\mathrm{t}[\mathrm{i}]=\mathbf{k}$ dacă ( $\mathbf{k}, \mathbf{i}$ ) este ultimul arc al drumului minim de la nodul 1 la nodul i. Precizați instrucțiunea care poate înlocui punctele de suspensie astfel încât apelul drum ( $\mathrm{t}, \mathrm{n}$ ) să determine afișarea drumului de lungime minimă de la nodul 1 la nodul $n$.
\begin{verbatim}
Limbajul C++/ Limbajul C
    void drum(int t[ ], int i)
    {
        if (i!=1) .......
        cout<<i<<"" "";
    }
Limbajul Pascal
type vector=array[1..100] of integer;
procedure drum(t:vector; i""integer);
begin
    if i<>1 then ........
    write(i, ' ' )
end;
\end{verbatim}",N/A,"drum(t, n);","drum(t[i], i);","drum(t, t[i]);","drum(t, i);","drum(t, 1);","drum(t[i], t);",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,Răspuns corect: c) \\
Varianta 3,3.13.,Single,"\begin{center}
\begin{tabular}{|c|c|c|c|c|}
\hline
Vârful & $\mathbf{1}$ & $\mathbf{2}$ & $\mathbf{3}$ & $\mathbf{4}$",N/A,"$(1,2)$","$(2,1)$","$(2,3)$","$(2,4)$","$(3,1)$","$(4,1)$",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) \\
Indicații: Arcele $(2,1)$, $(2,3)$ și $(2,4)$ au extremitatea inițială nodul 2 (cu gradul exterior 0), iar arcele $(3,1)$ și $(4,1)$ au extremitatea finală nodul 1 (cu gradul interior 0).\\"
Varianta 3,3.14.,Single,Precizați care este numărul ciclurilor hamiltoniene disticte într-un graf complet cu 5 noduri. (Două cicluri sunt distincte dacă diferă prin cel puțin o muchie.),N/A,5,$4!/ 2$,4 !,$4 * 4$ !,5 !,$5^{4}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicații: Numărul ciclurilor hamiltoniene dintr-un graf complet cu $n$ noduri este: $(n-1)!/2$.\\"
