"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 3","3.1.","Single","Precizați pentru câte valori naturale citite pentru variabila $\mathbf{n}$ programul următor afișează valoarea 10.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int n,i=1,k=1;
    cin>>n;
while(k*k<=n) k+=++i;
    cout<<k;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main( )
{
    int n,i=1,k=1;
    scanf(""%d"", &n);
    while(k*k<=n)
k+=++i;
    printf(""%d"", k);
}
Limbajul Pascal
var n,i,k:integer;
begin
    i:=1; k:=1;
    readln(n);
    while k*k<=n do
        begin
            inc(i); k:=k+i;
        end;
    write(k)
end.
\end{verbatim}","N/A","0","10","54","63","64","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.2.","Single","Se consideră următorul program:
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int i, v[10];
    for(i=1;i<10;i++)
            cin>>v[i];
    i=v[7];
    do
        {
            cout<<i<<"" "";
            i=v[i];
        }while(i!=1);
    cout<<i;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main()
{
    int i,v[10];
    for(i=1;i<10;i++)
        scanf(""%d"",&v[i]);
    i=v[7];
    do
        {
            printf(""%d "",i);
            i=v[i];
        }while(i!=1);
    printf(""%d "",i);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var i:integer;
    v:array[0..9]of integer;
begin
    for i:=1 to 9 do
        read(v[i]);
    i:=v[7];
    repeat
        write( i, ' ');
        i:=v[i];
    until i=1;
    write(i)
end.
\end{verbatim}
La executarea programului se introduc, în ordine, valorile: $\begin{array}{lllllllll}5 & 3 & 7 & 6 & 9 & 2 & 1 & 4 & 8 .\end{array}$ Precizați care sunt valorile afișate.","N/A","1 5 9 8 4 6 2 3 7 1","1 2 3 4 5 6 7 8 9 1","1 5 9 8 4 6 2 3 7","1 5 3 7 6 9 2 4 8 1","7 1 2 9 8 4 6 2 3 1","7 3 5 4 2 8 1 9 6 1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.3.","Single","Precizați ce valoare se afișează în urma execuției următorului program dacă pentru n se citește valoarea 20.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int main()
{
    int a[51][51];
    int i,j,n, s=0;
    cin>>n;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            a[i][j]=i-j;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            if(i+1!=j)
                s+=a[i][j];
    cout<<s;
}   
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main()
{
    int a[51][51];
    int i,j,n, s=0;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            a[i][j]=i-j;
    for(i=1;i<=n;i++)
        for(j=1;j<=n;j++)
            if(i+1!=j)
                s+=a[i][j];
    printf(""%d "", s);        
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a: array[1..50,1..50] of integer;
    i,j,n,s: integer;
begin
    s := 0;
    readln(n);
for i:=1 to n do
    for j:=1 to n do
a[i,j]:=i-j;
for i:=1 to n do
    for j:=1 to n do
        if i+1<> j then
s:=s+ a[i,j];
write(s)
end.
\end{verbatim}","N/A","-19","0","9","19","20","190","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.4.","Single","Următoarea secvență de program folosește metoda căutării binare pentru a verifica dacă valoarea $\mathbf{x}$ se află printre cele 10 elemente ale tabloului unidimensional $\mathbf{v}$ (cu indicii de la 1 la 10), dar produce eroare de execuție pentru mai multe seturi de date.
\begin{verbatim}
Limbajul C++/ Limbajul C
i=1; j=10;
do {
        k=(i+j)/2;
        if(v[k]<x) i=k;
        else j=k;
    } while(v[k]!=x&&i<j);
if(v[k]==x) cout<<""EXISTA"";
            | printf(""EXISTA"");
else cout<<""NU EXISTA"";
    | printf(""NU EXISTA"");
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=1; j:=10;
repeat
    k:=(i+j)div 2;
    if v[k]<x then i:=k
    else j:=k
until (v[k]=x)or(i>=j);
if v[k]=x then write('EXISTA')
else write('NU EXISTA');
\end{verbatim}
Precizați pentru care dintre seturile de date de intrare (elementele tabloului unidimensional v și valoarea lui $\mathbf{x}$ ) secvența dată nu produce eroare de execuție.","N/A","v=(1,2,3,4,5,6,7,8,9,10) și x>10","v=(2,4,6,8,10,12,14,16,18,20) și x>20","v=(2,2,2,2,2,2,2,2,2,2) și x>2","v=(2,4,6,8,10,12,14,16,18,20) și 2<x<20, x număr par","v=(1,2,5,4,3,6,7,8,9,10) și x=4","v=(2,4,6,8,10,12,14,16,18,20) și 2<x<20, x număr impar","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.5.","Single","Precizați câte elemente divizibile cu 10, se vor afișa în urma executării programului următor.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int f(int &y, int x)
    {
        y=y/10+x;
        return x+y;
    }
int main( )
{
    int x=101,y=10;
    cout<<f(x,y)<<"" "";
    cout<<x<<<"" ""<<y<<<""
"";
    cout<<f(x,y);
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
int f(int *y, int x)
    {
        *y=*y/10+x;
        return x+*y;
    }
void main( )
{
    int x=101,y=10;
    printf(""%d "",
f(&x,y));
    printf(""%d %d "", x,
y) ;
    printf(""%d "",
f(&x,y));
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var x,y:integer;
function f(var
y:integer;
x:integer) :integer;
    begin
        y:=y div 10 + 10;
        f:=x + y
end;
begin
        x:=101; y:=10;
        write(f(x,y),' ');
        write(x,' ',y,' ');
        write(f(x,y))
end.
\end{verbatim}","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.6.","Dual","Se consideră funcția:
\begin{verbatim}
Limbajul C++/ Limbajul C
unsigned f(unsigned x, unsigned
y)
{
    if(x==1)return y;
    if(x%2==0) return f(x/2,y*2);
    return Y+f(x/2,y*2);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x, y:word):word;
begin
    if x=1 then f:=y
    else
        if }x\mathrm{ mod 2=0 then f:=f(x div 2,
y*2)
            else f:=y + f(x div 2, y*2)
end;
\end{verbatim}
Precizați care dintre funcțiile următoare nu este echivalentă cu funcția dată.","N/A","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        if(x==0) return 0;
        if(x%2==0) return 2*f(x/2,y);
        return y+f(x-1,y);
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y) 
{
    if(x==0) return y;
    if(x%2==0) return f(x/2,y);
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    return y*x;
}
\end{verbatim}","\begin{verbatim} 
unsigned f(unsigned x, unsigned y)
{
    if(x==0) return 0;
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    unsigned s=0;
    while(x>0)
        {
            s=s+y;
            x--;
        }
        return s;
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        unsigned i,s=0;
        for(i=1;i<=y;i++)s=s+x;
        return s;
    }
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        if(x==0) return 0;
        if(x%2==0) return 2*f(x/2,y);
        return y+f(x-1,y);
    }
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y) 
{
    if(x==0) return y;
    if(x%2==0) return f(x/2,y);
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    return y*x;
}
\end{verbatim}","\begin{verbatim} 
unsigned f(unsigned x, unsigned y)
{
    if(x==0) return 0;
    return y+f(x-1,y);
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
{
    unsigned s=0;
    while(x>0)
        {
            s=s+y;
            x--;
        }
        return s;
}
\end{verbatim}","\begin{verbatim}
unsigned f(unsigned x, unsigned y)
    {
        unsigned i,s=0;
        for(i=1;i<=y;i++)s=s+x;
        return s;
    }
    }
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
    begin
        if x=0 then f:=0
        else
                if x mod 2 = 0 then
                        f:=2*f(x div 2, y)
                else f:=y + f(x-1, y)
    end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
            if x=0 then f:=y
            else
                if x mod 2 = 0 then
                    f:=f(x div 2, y)
                else f:=y + f(x-1, y)
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
                    f:=y*x
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
        begin
            if x=0 then f:=0
            else f:=y+f(x-1, y)
        end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) : word;
    var s:word;
    begin
            s:=0;
            while x>0 do
                begin
                    s:=s+y; x:=x-1
                end;
            f:=s
    end;
\end{verbatim}","\begin{verbatim}
function f(x,y:word) :word;
    var i,s:word;
    begin
        s:=0;
        for i:=1 to y do s:=s+x;
        f:=s
     end;
\end{verbatim}"
"Varianta 3","3.7.","Dual","Pentru implementarea unei stive se definește structura următoare, în care câmpul v este un tablou unidemensional în care sunt memorate valorile din stivă, iar câmpul $\mathbf{k}$ reprezintă vârful stivei:
Limbajul C++/ Limbajul C
\begin{verbatim}
typedef struct
{
    int k ; int v[100];
}stiva;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type stiva=record
    k: integer;
    v: array[0..99] of integer;
end:
\end{verbatim}
Variabila s este de tipul stiva, iar $\mathbf{x}$ este un număr intreg.
Precizați care dintre următoarele secvențe determină adăugarea corectă a valorii $\mathbf{x}$ în stivă.","N/A","if (s.k<99) s.v[++s.k]=x;","k++; v[k]=x;","if (s.k<99) s.v[s.k]=x;","k++; s.v[s.k]=x;","s.v[s.k+1]=x;","x=s.v[s.k];","if (s.k<99) s.v[++s.k]=x;","k++; v[k]=x;","if (s.k<99) s.v[s.k]=x;","k++; s.v[s.k]=x;","s.v[s.k+1]=x;","x=s.v[s.k];","\begin{verbatim}
if s.k<99 then
begin
    s.v[s.k+1]:=x;
    inc(s.k)
end;
\end{verbatim}","inc(k); v[k]:=x;","if s.k<99 then s.v[s.k]:=x;","\begin{verbatim}
with s do begin 
            k:=k+1; v[k]:=x 
            end;
\end{verbatim}","s.v[s.k+1]:=x;","x:=s.v[s.k];"
"Varianta 3","3.8.","Dual","Se consideră definit un subprogram care determină ștergerea tuturor aparițiilor unui caracter $\mathbf{c}$ din șirul de caractere s. Antetul subprogramului este:
\begin{verbatim}
(C++/C) void del (char s[255], char c); 
(Pascal) procedure del (var s:string; c:character); 
\end{verbatim}
Precizați ce secvență poate fi utilizată pentru ștergerea tuturor caracterelor ce reprezintă cifre din șirul s. (s este un șir de caractere de lungime maxim 255, iar i este o variabilă de tip caracter)","N/A","del (s,""0123456789"");","del (s, i);","for(i='0';i<='9';i++)del(i,s);","for (i=0;i<=9;i++)del(s,i);","for(i='0';i<='10';i++)del(s,i);","for(i='0';i<='9';i++)del(s,i);","del (s,""0123456789"");","del (s, i);","for(i='0';i<='9';i++)del(i,s);","for (i=0;i<=9;i++)del(s,i);","for(i='0';i<='10';i++)del(s,i);","for(i='0';i<='9';i++)del(s,i);","del (s, '0123456789');","del(s, i);","for i:='0' to '9' do del(i,s);","for i:= 0 to 9 do del (s,i);","for i:='0' to '10' do del(s,i);","for i:='0' to '9' do del(s,i);"
"Varianta 3","3.9.","Single","Variabila n reprezintă un număr natural cu cel mult 3 cifre. Precizați pentru câte valori ale variabilei $n$ expresia:
\begin{verbatim}
(C++/C) n/100+n%100/10+n%10
(Pascal) n div 100 + n mod 100 div 10 + n mod 10
\end{verbatim}
are valoarea 9.","N/A","9","10","45","54","55","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.10.","Single","Unei expresii algebrice i se asociază un arbore în care orice nod care nu este frunză are ca valoare un operator și are exact doi fii, iar frunzele sunt operanzi. Cu cât prioritatea unui operator este mai mare, cu atât nivelul pe care se află este mai mare. Parantezele influențează prioritatea operatorilor, dar nu apar în arborele asociat. Indicați expresia corespunzătoare arborelui de mai jos.
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-022}","images/2025_04_17_46e04c6acd873ea9558dg-022","a+b * c+d * e","a+b *(c+d * e)","(a+b) *(c+d * e)","(a+b) * c+d * e","a+b *(c+d) * e","(a+b) * c+d * e","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.11.","Single","Se consideră un tablou bidimensional $\mathbf{A}$ cu $\mathbf{n}$ linii și n coloane ( n - număr natural, $\mathrm{n}>\mathbf{1}$ ). Folosind rezolvarea optimă pentru fiecare caz, precizați care dintre problemele următoare se poate rezolva printr-un algoritm de complexitate minimă.","N/A","Determinarea numărului de valori nule din $\mathbf{A}$","Determinarea sumei elementelor de pe diagonala principală","Determinarea rangului matricei $\mathbf{A}$","Ordonarea crescătoare a elementelor de pe prima linie a tabloului prin apelarea celei mai eficiente metode de sortare","Determinarea numărului de valori aflate sub diagonala principală","Interschimbarea a două coloane ale tabloului","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.12.","Single","Se consideră un graf orientat tare conex cu n noduri, numerotate $1,2,3, \ldots$ n. Pentru determinarea drumurilor de lungime minimă de la nodul 1 la celelalte noduri, s-a construit vectorul $\mathbf{t}$ în care $\mathrm{t}[\mathrm{i}]=\mathbf{k}$ dacă ( $\mathbf{k}, \mathbf{i}$ ) este ultimul arc al drumului minim de la nodul 1 la nodul i. Precizați instrucțiunea care poate înlocui punctele de suspensie astfel încât apelul drum ( $\mathrm{t}, \mathrm{n}$ ) să determine afișarea drumului de lungime minimă de la nodul 1 la nodul $n$.
\begin{verbatim}
Limbajul C++/ Limbajul C
    void drum(int t[ ], int i)
    {
        if (i!=1) .......
        cout<<i<<"" "";
    }
Limbajul Pascal
type vector=array[1..100] of integer;
procedure drum(t:vector; i""integer);
begin
    if i<>1 then ........
    write(i, ' ' )
end;
\end{verbatim}","N/A","drum(t, n);","drum(t[i], i);","drum(t, t[i]);","drum(t, i);","drum(t, 1);","drum(t[i], t);","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.13.","Single","\begin{center}
\begin{tabular}{|c|c|c|c|c|}
\hline
Vârful & $\mathbf{1}$ & $\mathbf{2}$ & $\mathbf{3}$ & $\mathbf{4}$","N/A","$(1,2)$","$(2,1)$","$(2,3)$","$(2,4)$","$(3,1)$","$(4,1)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.14.","Single","Precizați care este numărul ciclurilor hamiltoniene disticte într-un graf complet cu 5 noduri. (Două cicluri sunt distincte dacă diferă prin cel puțin o muchie.)","N/A","5","$4!/ 2$","4 !","$4 * 4$ !","5 !","$5^{4}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 3","3.15.","Single","Precizați câte dintre afirmațiile următoare referitoare la grafuri neorientate sunt adevărate.
\begin{enumerate}
  \item Dacă gradul oricărui nod este un număr impar, atunci graful trebuie să aibă număr par de noduri.
  \item Un ciclu elementar este un caz particular de lanţ elementar.
  \item Numărul muchiilor grafului nu poate fi mai mic decât numărul nodurilor.
  \item Lungimea unui lanţ poate fi mai mare decât numărul de noduri al grafului.
  \item Numărul valorilor $\mathbf{1}$ din matricea de adiacență asociată este egal cu dublul numărului de muchii.
\end{enumerate}","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 4","4.1.","Single","Variabila n reprezintă un număr natural cu exact două cifre. Precizați câte dintre expresiile următoare au valoarea 1 /true dacă și numai dacă cifrele lui $n$ au aceeași paritate.
Limbajul C++/ Limbajul C
\begin{verbatim}
1. (n/10-n%10)%2==0
2. n/10%2==n%2
3. n/10==n%10
4. (n/10+n%10*10) %2==n%2
5. n/2==n%2
\end{verbatim}
Limbajul Pascal
\begin{verbatim}
1. (n div 10 - n mod 10) mod 2 = 0
2. n div 10 mod 2 = n mod 2
3. n div 10=n mod 10
4. (n div 10 + n mod 10 *10) mod 2 = n mod 2
5. n div 2 = n mod 2
\end{verbatim}","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 4","4.2.","Dual","Pentru implementarea ecuației unei drepte de forma $\mathbf{a x + b y}+\mathbf{c}=0$ (unde $\mathbf{a}, \mathbf{b}, \mathbf{c} \in \mathrm{R}$ ), se definește structura:
\begin{verbatim}
Limbajul C++/ Limbajul C
typedef struct
    {float a, b, c;}dreapta;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type dreapta=record
        a, b, c : real;
    end;
\end{verbatim}
Dacă d1 și d2 sunt două variabile de tipul dreapta, precizați care dintre următoarele expresii verifică dacă d1 și d2 sunt paralele.","N/A","d1 \|\| d2","d1.a==d2.a \&\& d1.b==d2.b","a.d1/a.d2==b.d1/b.d2","d1.a/d2.a==d1.b/d2.b","d1.a==0 \&\& d2.a==0","d1.a*d2.b-d1.b*d2.a==0","d1 \|\| d2","d1.a==d2.a \&\& d1.b==d2.b","a.d1/a.d2==b.d1/b.d2","d1.a/d2.a==d1.b/d2.b","d1.a==0 \&\& d2.a==0","d1.a*d2.b-d1.b*d2.a==0","d1 = d2","(d1.a=d2.a) and (d1.b = d2.b)","a.d1/a.d2 = b.d1/b.d2","d1.a/d2.a=d1.b/d2.b","(d1.a=0) and (d2.a=0)","d1.a*d2.b-d1.b*d2.a=0"
"Varianta 4","4.3.","Single","Funcţia $\mathbf{f}$ primeşte ca parametri două valori reale şi returnează cea mai mare dintre cele două valori. Antetul funcției este:
(Limbajul C++/C) float f(float x, float y) ;
(Limbajul Pascal) function $f(x, y$ : real) :real;
Precizați care dintre următoarele expresii reprezintă suma celor mai mici două valori dintre numerele reale $\mathrm{a}, \mathrm{b}$ şi c .","N/A","a+b+c-f(a, b)","a+b+c-f(a, b)-f(b, c)","a+2 * b+c-f(a, b)-f(b, c)","a+b+c-f(a, b, c)","a+b+c-f(a, f(c, b))","a+b+c-f(f(a, b), f(b, a))","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 4","4.4.","Single","Precizați care sunt valorile afișate în urma execuției următorului program.
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int a,b;
void f(int a, int &b)
{
    if (a>0)
        {
            a++; b--; f(b,a);
        }
    cout<<a<<"" ""<<b<<"" "";
}
int main()
{ a=0; b=1;
    f(b,a);
    cout<<<a<<"" ""<<b;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
int a,b;
void f(int a, int *b)
{
    if(a>0)
    {
        a++; (*b)--;
        f(*b,&a);
    }
    printf(""%d %d"",a,*b);
}
void main ( )
{
    a=0; b=1;
    f(b,&a) ;
    printf(""%d %d"",a,b);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a,b:integer;
procedure f(a:integer;
var b:integer);
begin
    if a>0 then
        begin
            a:=a+1; b:=b-1;
            f(b,a)
        end;
    write(a,' ',b,' ')
end;
begin
    a:=0; b:=1;
    f(b,a) ;
    write(a,' ',b,' ')
end.
\end{verbatim}","N/A","-1 2 2 -1 -1 1","0 1 0 1","Ciclare infinită","-1 2 2 -1 0 1","0 2 0 -1 0 1","-1 0 1 -1 1 1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 4","4.5.","Single","În secvența următoare variabilele n și m au ca valori numere naturale.
\begin{verbatim}
Limbajul C++/ Limbajul C
n=42015; m=0;
while(n>0)
    {
        m=m*100+n/10%10*10+n%10;
        n/=100;
    }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
n:=42015; m:=0;
while n>0 do
    begin
        m:=m*100+n div 10 mod 10*10+n mod 10;
        n:=n div 100;
    end;
\end{verbatim}
După rularea secvenței, valoarea variabilei $m$ este:","N/A","15024","15204","24051","51024","152004","152400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 4","4.6.","Single","Se consideră următorul program:
\begin{verbatim}
Limbajul C++
    #include<iostream>
    using namespace std;
    int main( )
    {
        int n, cn, x=0,p=1;
        cin>>n;
        cn=n;
        while(n)
        {
            if (n%10>x) x=n%10;
            n/=10;
        }
        x++;
        while(cn)
            {
            n=n+cn%10*p;
            p*=x;
            cn/=10;
            }
        cout<<n;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include<stdio.h>
void main ( )
{
    int n, cn, x=0,p=1;
    scanf(""%d"", &n);
    cn=n;
    while(n)
        {
            if (n%10>x) x=n%10;
            n/=10;
        }
    x++;
    while(cn)
        {
            n=n+cn%10*p;
            p*=x;
            cn/=10;
        }
    printf(""%d"", n);
}
\end{verbatim}
\begin{verbatim}
var n,cn,x,p : longint;
begin
    readln(n);
cn:=n;
x:=0;
p:=1;
while n>0 do
begin
    if n mod 10>x then
        x:=n mod 10;
    n:=n div 10
end;
x:=x+1;
while cn>0 do
    begin
        n:=n+cn mod 10*p;
        p:=p*x;
        cn:=cn div 10
    end;
write(n)
end.
\end{verbatim}
Precizați care este cel mai mic număr natural format din 5 cifre distincte care poate fi citit ca dată de intrare astfel încât valoarea afișată să fie aceeași.","N/A","10000","10192","10234","10239","10923","12345","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
